"No.","Latitude","Longitude","Elevation (m)","Timestamp UTC (ms)"
"474","41.582039","-93.619361","218.0","1680217604950"
"475","41.582038","-93.619358","218.0","1680217606637"
"476","41.582037","-93.619356","217.0","1680217608325"
"477","41.582038","-93.619346","217.0","1680217610012"
"478","41.582042","-93.619299","217.0","1680217611700"
"479","41.582045","-93.619201","217.89999389648438","1680217613387"
"480","41.582063","-93.619054","213.59999084472656","1680217615220"
"481","41.582079","-93.618888","217.89999389648438","1680217617220"
"482","41.582093","-93.618677","217.89999389648438","1680217619220"
"483","41.582101","-93.618522","216.27965174448536","1680217621220"
"484","41.582107","-93.618387","218.43757510790067","1680217623220"
"485","41.582113","-93.618257","218.56536007095008","1680217625220"
"486","41.582125","-93.618125","218.66171396646251","1680217627219"
"487","41.582135","-93.617979","218.0","1680217629219"
"488","41.582136","-93.617828","218.0","1680217631220"
"489","41.582139","-93.617689","217.0","1680217633220"
"490","41.582145","-93.617562","217.0","1680217635219"
"491","41.582155","-93.617447","217.0","1680217637220"
"492","41.582155","-93.617340","217.0","1680217639218"
"493","41.582152","-93.617245","217.0","1680217641219"
"494","41.582153","-93.617106","217.89999389648438","1680217643220"
"495","41.582154","-93.617104","217.69820016797104","1680217645131"
"496","41.582154","-93.617087","218.0733923233035","1680217646819"
"497","41.582146","-93.617006","218.06281875769224","1680217649069"
"498","41.582132","-93.616695","216.98218686167314","1680217650756"
"499","41.582141","-93.616522","219.48785160308296","1680217653220"
"500","41.582147","-93.616383","218.84198089813134","1680217655220"
"501","41.582148","-93.616248","219.17025150272576","1680217657219"
"502","41.582141","-93.616202","219.66931462344297","1680217658885"
"503","41.582138","-93.616121","220.20013019177378","1680217660572"
"504","41.582143","-93.615997","219.27885735022767","1680217662822"
"505","41.582146","-93.615866","219.21024846284996","1680217664455"
"506","41.582146","-93.615766","219.74355323946037","1680217666085"
"507","41.582144","-93.615566","220.3594411342413","1680217669219"
"508","41.582144","-93.615414","218.82840393632938","1680217671219"
"509","41.582143","-93.615284","219.2129494584887","1680217673220"
"510","41.582139","-93.615165","220.22221529047192","1680217675220"
"511","41.582137","-93.615041","220.28355782311473","1680217677219"
"512","41.582137","-93.614915","220.94626049204157","1680217679220"
"513","41.582137","-93.614786","221.19882445026582","1680217681220"
"514","41.582135","-93.614653","221.24449726545276","1680217683219"
"515","41.582135","-93.614515","220.97843798215","1680217685220"
"516","41.582136","-93.614376","220.13245463993007","1680217687219"
"517","41.582137","-93.614231","220.00530618869317","1680217689220"
"518","41.582137","-93.614078","220.53212736724737","1680217691220"
"519","41.582137","-93.613919","220.14326651764958","1680217693220"
"520","41.582137","-93.613761","219.85564024125722","1680217695219"
"521","41.582131","-93.613605","219.89333042574447","1680217697219"
"522","41.582117","-93.613453","219.78418656639974","1680217699220"
"523","41.582106","-93.613303","220.33208983703082","1680217701220"
"524","41.582098","-93.613164","219.68127725788975","1680217703219"
"525","41.582090","-93.613030","220.45166710460478","1680217705220"
"526","41.582083","-93.612899","220.471818719927","1680217707219"
"527","41.582080","-93.612768","221.2106542654604","1680217709220"
"528","41.582079","-93.612635","220.93655150357716","1680217711219"
"529","41.582078","-93.612498","220.83416002850618","1680217713220"
"530","41.582083","-93.612358","221.0926522199161","1680217715220"
"531","41.582083","-93.612210","220.90018096940815","1680217717220"
"532","41.582077","-93.612071","221.66869949261599","1680217719220"
"533","41.582071","-93.611931","221.65747357250075","1680217721219"
"534","41.582072","-93.611789","219.0478011343854","1680217723220"
"535","41.582071","-93.611643","217.0","1680217725220"
"536","41.582068","-93.611497","217.0","1680217727219"
"537","41.582068","-93.611348","217.31849974862507","1680217729219"
"538","41.582067","-93.611198","216.29308248698106","1680217731220"
"539","41.582059","-93.611044","215.69721752963466","1680217733220"
"540","41.582048","-93.610892","215.259704396301","1680217735220"
"541","41.582041","-93.610743","215.55355698797587","1680217737220"
"542","41.582044","-93.610607","217.36336456547332","1680217739220"
"543","41.582057","-93.610485","218.2577090630955","1680217741220"
"544","41.582068","-93.610374","217.66333931549588","1680217743219"
"545","41.582068","-93.610322","217.77986784331677","1680217745220"
"546","41.582068","-93.610255","217.18788963329519","1680217747220"
"547","41.582070","-93.610230","216.7699714620971","1680217749220"
"548","41.582073","-93.610215","216.88181183111118","1680217751219"
"549","41.582074","-93.610206","217.28773812208442","1680217752942"
"550","41.582075","-93.610194","216.9280563672113","1680217755078"
"551","41.582075","-93.610165","216.75047214249747","1680217756704"
"552","41.582090","-93.610065","213.09999084472656","1680217758959"
"553","41.582110","-93.609961","213.09999084472656","1680217760642"
"554","41.582118","-93.609872","213.09999084472656","1680217762329"
"555","41.582122","-93.609786","213.09999084472656","1680217764017"
"556","41.582132","-93.609686","213.59999084472656","1680217766273"
"557","41.582147","-93.609599","213.09999084472656","1680217767954"
"558","41.582168","-93.609513","216.21333010014433","1680217769642"
"559","41.582187","-93.609428","216.42645935560643","1680217771330"
"560","41.582202","-93.609327","216.69281817321496","1680217772942"
"561","41.582217","-93.609227","215.76945416278204","1680217774592"
"562","41.582237","-93.609124","215.61208386982634","1680217776280"
"563","41.582253","-93.609028","216.23207032897744","1680217777967"
"564","41.582271","-93.608915","216.0361946591879","1680217780217"
"565","41.582301","-93.608735","216.03805864975402","1680217783220"
"566","41.582322","-93.608579","213.09999084472656","1680217785219"
"567","41.582350","-93.608429","213.09999084472656","1680217787220"
"568","41.582383","-93.608241","213.09999084472656","1680217790218"
"569","41.582409","-93.608115","210.39999389648438","1680217792220"
"570","41.582434","-93.607988","210.39999389648438","1680217794220"
"571","41.582459","-93.607859","210.39999389648438","1680217796220"
"572","41.582491","-93.607704","213.59999084472656","1680217800220"
"573","41.582523","-93.607571","213.09999084472656","1680217802219"
"574","41.582553","-93.607490","213.77526880600817","1680217803787"
"575","41.582561","-93.607457","213.58505760124336","1680217805474"
"576","41.582661","-93.607441","213.44534510576426","1680217807112"
"577","41.582750","-93.607453","213.85174740372173","1680217808737"
"578","41.582816","-93.607480","213.97937313997596","1680217810410"
"579","41.582887","-93.607522","210.5","1680217813220"
"580","41.582953","-93.607562","210.5","1680217814949"
"581","41.582991","-93.607610","210.5","1680217816612"
"582","41.583014","-93.607616","210.5","1680217818299"
"583","41.583032","-93.607567","210.5","1680217822219"
"584","41.583055","-93.607532","210.59999084472656","1680217823924"
"585","41.583078","-93.607516","213.09999084472656","1680217825612"
"586","41.583136","-93.607522","213.09999084472656","1680217827862"
"587","41.583280","-93.607555","212.98580364116702","1680217830220"
"588","41.583348","-93.607557","213.09052849839293","1680217831893"
"589","41.583426","-93.607596","213.29318200059362","1680217834143"
"590","41.583506","-93.607638","213.2257814471737","1680217835831"
"591","41.583594","-93.607683","213.11844692885916","1680217837468"
"592","41.583652","-93.607713","210.59999084472656","1680217839093"
"593","41.583718","-93.607741","210.59999084472656","1680217840781"
"594","41.583783","-93.607770","210.59999084472656","1680217842468"
"595","41.583855","-93.607806","210.59999084472656","1680217844156"
"596","41.583916","-93.607828","210.59999084472656","1680217845731"
"597","41.583973","-93.607831","210.59999084472656","1680217847357"
"598","41.584056","-93.607858","210.89999389648438","1680217850118"
"599","41.584116","-93.607865","210.89999389648438","1680217851806"
"600","41.584172","-93.607877","214.4196546546479","1680217854056"
"601","41.584217","-93.607886","214.2440610327182","1680217855743"
"602","41.584265","-93.607896","213.99072890956376","1680217858537"
"603","41.584282","-93.607900","212.63379267230482","1680217860220"
"604","41.584295","-93.607904","212.78385879611693","1680217861931"
"605","41.584305","-93.607894","214.43975616669678","1680217863619"
"606","41.584332","-93.607868","210.79998779296875","1680217865306"
"607","41.584392","-93.607823","210.79998779296875","1680217866994"
"608","41.584470","-93.607804","210.79998779296875","1680217868681"
"609","41.584551","-93.607827","210.79998779296875","1680217870219"
"610","41.584757","-93.607918","212.63933563072783","1680217873220"
"611","41.584950","-93.608000","210.6999969482422","1680217876220"
"612","41.585062","-93.608045","210.6999969482422","1680217878219"
"613","41.585170","-93.608086","210.6999969482422","1680217880219"
"614","41.585266","-93.608111","210.6999969482422","1680217882220"
"615","41.585321","-93.608073","210.6999969482422","1680217886219"
"616","41.585325","-93.608069","211.39999389648438","1680217888163"
"617","41.585330","-93.608063","211.39999389648438","1680217889850"
"618","41.585336","-93.608051","211.39999389648438","1680217891538"
"619","41.585348","-93.608020","211.39999389648438","1680217893201"
"620","41.585361","-93.607915","211.5","1680217895363"
"621","41.585368","-93.607820","211.5","1680217897047"
"622","41.585385","-93.607720","211.5","1680217899287"
"623","41.585401","-93.607631","211.5","1680217900988"
"624","41.585416","-93.607541","211.5","1680217902626"
"625","41.585427","-93.607437","211.5","1680217904251"
"626","41.585430","-93.607354","211.5","1680217905938"
"627","41.585447","-93.607284","211.5","1680217907626"
"628","41.585466","-93.607220","211.5","1680217909882"
"629","41.585465","-93.607176","211.5","1680217912126"
"630","41.585458","-93.607140","211.5","1680217913814"
"631","41.585454","-93.607111","211.5","1680217916064"
"632","41.585454","-93.607100","211.5","1680217917751"
"633","41.585454","-93.607093","211.5","1680217919425"
"634","41.585455","-93.607090","211.5","1680217921126"
"635","41.585455","-93.607089","211.1999969482422","1680217922814"
"636","41.585456","-93.607088","211.1999969482422","1680217925064"
"637","41.585457","-93.607088","211.1999969482422","1680217927842"
"638","41.585457","-93.607088","211.1999969482422","1680217929577"
"639","41.585457","-93.607088","211.1999969482422","1680217931814"
"640","41.585457","-93.607089","211.1999969482422","1680217933463"
"641","41.585456","-93.607089","211.1999969482422","1680217935189"
"642","41.585456","-93.607090","211.1999969482422","1680217936883"
"643","41.585455","-93.607090","211.1999969482422","1680217940219"
"644","41.585454","-93.607091","211.1999969482422","1680217941939"
"645","41.585453","-93.607092","211.1999969482422","1680217945877"
"646","41.585452","-93.607093","211.1999969482422","1680217947563"
"647","41.585451","-93.607093","211.1999969482422","1680217949220"
"648","41.585451","-93.607094","211.1999969482422","1680217952064"
"649","41.585449","-93.607095","211.1999969482422","1680217953718"
"650","41.585447","-93.607095","211.1999969482422","1680217955327"
"651","41.585446","-93.607096","211.1999969482422","1680217957015"
"652","41.585444","-93.607096","211.1999969482422","1680217958702"
"653","41.585442","-93.607097","211.1999969482422","1680217960390"
"654","41.585440","-93.607098","211.1999969482422","1680217961965"
"655","41.585438","-93.607099","211.5","1680217963652"
"656","41.585438","-93.607100","211.5","1680217965345"
"657","41.585437","-93.607102","211.5","1680217967004"
"658","41.585438","-93.607104","211.29998779296875","1680217968602"
"659","41.585439","-93.607105","211.29998779296875","1680217970290"
"660","41.585440","-93.607106","211.29998779296875","1680217971978"
"661","41.585443","-93.607105","211.1999969482422","1680217974219"
"662","41.585449","-93.607106","211.1999969482422","1680217975921"
"663","41.585458","-93.607107","211.1999969482422","1680217978164"
"664","41.585464","-93.607110","211.39999389648438","1680217979823"

"1","41.583541","-93.606053","211.0","1680558709995"
"2","41.583502","-93.606040","211.0","1680558711683"
"3","41.583464","-93.606017","211.0","1680558713369"
"4","41.583423","-93.605990","211.0","1680558715622"
"5","41.583390","-93.605973","211.0","1680558717872"
"6","41.583366","-93.605965","211.14640370502957","1680558719559"
"7","41.583348","-93.605974","211.17225868374993","1680558721247"
"8","41.583333","-93.605999","211.91311656876542","1680558723497"
"9","41.583321","-93.606025","212.0102138675354","1680558725066"
"10","41.583309","-93.606068","212.16345085875867","1680558727885"
"11","41.583295","-93.606118","212.02076798895257","1680558729573"
"12","41.583283","-93.606178","212.02498964120906","1680558731262"
"13","41.583269","-93.606243","212.06720627972902","1680558732922"
"14","41.583248","-93.606356","212.4893842611998","1680558735764"
"15","41.583227","-93.606459","212.3268432421774","1680558738008"
"16","41.583203","-93.606540","212.3268432421774","1680558739700"
"17","41.583186","-93.606616","212.3268432421774","1680558741369"
"18","41.583172","-93.606706","210.79998779296875","1680558743637"
"19","41.583161","-93.606802","210.79998779296875","1680558745886"
"20","41.583157","-93.606876","210.79998779296875","1680558747574"
"21","41.583160","-93.606922","210.79998779296875","1680558749252"
"22","41.583161","-93.606976","210.79998779296875","1680558750938"
"23","41.583155","-93.607040","210.79998779296875","1680558752514"
"24","41.583126","-93.607099","210.79998779296875","1680558754202"
"25","41.583087","-93.607142","210.79998779296875","1680558755889"
"26","41.583009","-93.607134","210.79998779296875","1680558758008"
"27","41.582905","-93.607096","210.79998779296875","1680558760008"
"28","41.582853","-93.607093","210.79998779296875","1680558761646"
"29","41.582800","-93.607074","210.79998779296875","1680558763333"
"30","41.582664","-93.607068","210.79998779296875","1680558766007"
"31","41.582463","-93.607036","210.79998779296875","1680558768008"
"32","41.582323","-93.606990","210.79998779296875","1680558770008"
"33","41.582214","-93.606959","210.79998779296875","1680558772008"
"34","41.582116","-93.606918","210.79998779296875","1680558774008"
"35","41.582019","-93.606891","210.79998779296875","1680558776009"
"36","41.581923","-93.606859","210.79998779296875","1680558778007"
"37","41.581832","-93.606822","210.79998779296875","1680558780008"
"38","41.581769","-93.606787","210.79998779296875","1680558782007"
"39","41.581743","-93.606778","210.79998779296875","1680558784007"
"40","41.581701","-93.606771","210.29998779296875","1680558786008"
"41","41.581654","-93.606759","210.29998779296875","1680558787729"
"42","41.581556","-93.606728","210.29998779296875","1680558789416"
"43","41.581432","-93.606686","210.5","1680558791666"
"44","41.581301","-93.606647","210.5","1680558794009"
"45","41.581184","-93.606604","210.5","1680558796008"
"46","41.581074","-93.606570","210.5","1680558798008"
"47","41.580977","-93.606543","210.5","1680558800008"
"48","41.580883","-93.606525","210.5","1680558802008"
"49","41.580785","-93.606500","210.5","1680558804007"
"50","41.580692","-93.606468","210.5","1680558806007"
"51","41.580602","-93.606437","210.5","1680558808007"
"52","41.580515","-93.606408","210.5","1680558810007"
"53","41.580432","-93.606379","210.5","1680558812008"
"54","41.580366","-93.606356","210.5","1680558814009"
"55","41.580302","-93.606337","210.5","1680558816008"
"56","41.580260","-93.606328","213.1999969482422","1680558817823"
"57","41.580199","-93.606309","213.1999969482422","1680558819510"
"58","41.580144","-93.606294","213.1999969482422","1680558821149"
"59","41.580024","-93.606265","213.29998779296875","1680558823448"
"60","41.579927","-93.606234","213.29998779296875","1680558825699"
"61","41.579869","-93.606213","213.29998779296875","1680558827385"
"62","41.579839","-93.606199","213.29998779296875","1680558829073"
"63","41.579827","-93.606196","213.29998779296875","1680558831885"
"64","41.579823","-93.606195","213.29998779296875","1680558833573"
"65","41.579822","-93.606194","213.29998779296875","1680558835743"
"66","41.579822","-93.606191","213.29998779296875","1680558837403"
"67","41.579802","-93.606181","213.29998779296875","1680558839087"
"68","41.579778","-93.606168","213.29998779296875","1680558840774"
"69","41.579754","-93.606154","213.29998779296875","1680558842436"
"70","41.579717","-93.606138","213.1999969482422","1680558844709"
"71","41.579664","-93.606112","213.1999969482422","1680558846985"
"72","41.579606","-93.606070","213.1999969482422","1680558849211"
"73","41.579555","-93.606026","213.1999969482422","1680558851401"
"74","41.579508","-93.605992","213.1999969482422","1680558853598"
"75","41.579452","-93.605935","213.1999969482422","1680558855737"
"76","41.579227","-93.605876","215.02746195705623","1680558857381"
"77","41.578757","-93.605740","214.95672645682794","1680558860008"
"78","41.578559","-93.605680","215.076335028858","1680558862008"
"79","41.578441","-93.605642","215.41839780780725","1680558864008"
"80","41.578337","-93.605604","215.4157662788868","1680558866007"
"81","41.578238","-93.605573","215.66494185209189","1680558868008"
"82","41.578144","-93.605544","215.71562252856057","1680558870008"
"83","41.578051","-93.605515","215.4909524919891","1680558872009"
"84","41.577962","-93.605484","215.3811483369629","1680558874007"
"85","41.577872","-93.605458","215.48250596788762","1680558876007"
"86","41.577784","-93.605425","215.58386481413226","1680558878008"
"87","41.577694","-93.605392","215.7021183374872","1680558880007"
"88","41.577596","-93.605371","216.1582545670031","1680558882008"
"89","41.577499","-93.605346","216.5397006335329","1680558884009"
"90","41.577393","-93.605310","215.88717298667706","1680558886007"
"91","41.577283","-93.605278","216.3116269921809","1680558888008"
"92","41.577173","-93.605250","216.1751489741145","1680558890008"
"93","41.577061","-93.605228","215.4592780701259","1680558892007"
"94","41.576941","-93.605213","215.82037351511724","1680558894009"
"95","41.576815","-93.605194","216.08434193288645","1680558896008"
"96","41.576688","-93.605172","215.14465192423074","1680558898007"
"97","41.576563","-93.605151","213.1999969482422","1680558900008"
"98","41.576440","-93.605151","213.1999969482422","1680558902007"
"99","41.576291","-93.605157","213.1999969482422","1680558904008"
"100","41.576159","-93.605157","213.1999969482422","1680558906008"
"101","41.576020","-93.605161","213.1999969482422","1680558908008"
"102","41.575882","-93.605163","213.1999969482422","1680558910008"
"103","41.575746","-93.605163","213.1999969482422","1680558912009"
"104","41.575612","-93.605176","213.1999969482422","1680558914007"
"105","41.575491","-93.605185","213.1999969482422","1680558916008"
"106","41.575404","-93.605182","213.1999969482422","1680558918008"
"107","41.575353","-93.605119","213.1999969482422","1680558920008"
"108","41.575347","-93.605049","213.1999969482422","1680558922007"
"109","41.575348","-93.604963","213.1999969482422","1680558924008"
"110","41.575346","-93.604872","213.1999969482422","1680558926008"
"111","41.575344","-93.604796","213.1999969482422","1680558928009"
"112","41.575335","-93.604729","213.1999969482422","1680558929661"
"113","41.575323","-93.604629","213.1999969482422","1680558931347"
"114","41.575313","-93.604526","213.1999969482422","1680558933036"
"115","41.575277","-93.604296","213.64717086933058","1680558936009"
"116","41.575254","-93.604104","213.1999969482422","1680558938008"
"117","41.575227","-93.603947","213.1999969482422","1680558940008"
"118","41.575198","-93.603807","213.1999969482422","1680558942008"
"119","41.575165","-93.603665","213.1999969482422","1680558944009"
"120","41.575124","-93.603520","213.1999969482422","1680558946008"
"121","41.575088","-93.603374","213.1999969482422","1680558948008"
"122","41.575050","-93.603234","214.93213302828826","1680558950007"
"123","41.575015","-93.603094","213.1999969482422","1680558952008"
"124","41.574986","-93.602950","213.1999969482422","1680558954008"
"125","41.574964","-93.602796","213.1999969482422","1680558956007"
"126","41.574944","-93.602645","213.1999969482422","1680558958008"
"127","41.574930","-93.602489","213.1999969482422","1680558960008"
"128","41.574918","-93.602336","213.1999969482422","1680558962008"
"129","41.574902","-93.602183","213.1999969482422","1680558964007"
"130","41.574869","-93.602047","213.1999969482422","1680558966009"
"131","41.574834","-93.601920","213.1999969482422","1680558968008"
"132","41.574805","-93.601788","213.1999969482422","1680558970007"
"133","41.574785","-93.601653","213.1999969482422","1680558972007"
"134","41.574769","-93.601508","213.1999969482422","1680558974008"
"135","41.574771","-93.601342","213.1999969482422","1680558976007"
"136","41.574769","-93.601212","213.1999969482422","1680558978007"
"137","41.574765","-93.601081","213.1999969482422","1680558980009"
"138","41.574762","-93.600916","213.1999969482422","1680558982008"
"139","41.574765","-93.600775","213.1999969482422","1680558984008"
"140","41.574772","-93.600656","213.1999969482422","1680558986007"
"141","41.574768","-93.600509","213.1999969482422","1680558988008"
"142","41.574786","-93.600317","213.1999969482422","1680558990007"
"143","41.574784","-93.600131","213.1999969482422","1680558992007"
"144","41.574774","-93.599954","213.1999969482422","1680558994008"
"145","41.574768","-93.599783","213.1999969482422","1680558996007"
"146","41.574752","-93.599615","213.1999969482422","1680558998009"
"147","41.574731","-93.599452","213.1999969482422","1680559000007"
"148","41.574720","-93.599298","213.1999969482422","1680559002009"
"149","41.574722","-93.599139","213.1999969482422","1680559004007"
"150","41.574749","-93.598976","213.21423601867923","1680559006007"
"151","41.574743","-93.598815","212.79785332772423","1680559008008"
"152","41.574754","-93.598648","212.81474043959992","1680559010008"
"153","41.574741","-93.598498","210.79998779296875","1680559012007"
"154","41.574739","-93.598335","210.79998779296875","1680559014008"
"155","41.574745","-93.598176","210.79998779296875","1680559016009"
"156","41.574742","-93.598021","210.79998779296875","1680559018008"
"157","41.574725","-93.597860","210.79998779296875","1680559020008"
"158","41.574717","-93.597691","210.79998779296875","1680559022008"
"159","41.574716","-93.597525","211.4396067478587","1680559024009"
"160","41.574724","-93.597364","211.46282280481125","1680559026009"
"161","41.574757","-93.597202","211.3952853616405","1680559028008"
"162","41.574796","-93.597042","212.17833073182055","1680559030009"
"163","41.574815","-93.596903","213.04826873655304","1680559032007"
"164","41.574814","-93.596771","210.79998779296875","1680559034009"
"165","41.574779","-93.596615","210.79998779296875","1680559036008"
"166","41.574737","-93.596474","210.79998779296875","1680559038007"
"167","41.574709","-93.596339","210.79998779296875","1680559040009"
"168","41.574686","-93.596195","210.79998779296875","1680559042007"
"169","41.574667","-93.596062","210.79998779296875","1680559044007"
"170","41.574647","-93.595938","210.79998779296875","1680559046009"
"171","41.574603","-93.595851","210.79998779296875","1680559048008"
"172","41.574567","-93.595798","212.62224664788255","1680559050007"
"173","41.574523","-93.595719","213.03982545997673","1680559052008"
"174","41.574489","-93.595644","213.6245422929478","1680559054009"
"175","41.574456","-93.595580","213.73155475246887","1680559056007"
"176","41.574433","-93.595554","213.89411069946908","1680559057659"
"177","41.574419","-93.595460","214.20085513736484","1680559059315"
"178","41.574397","-93.595299","214.17129967671258","1680559061576"
"179","41.574366","-93.595133","213.29034722433278","1680559063846"
"180","41.574341","-93.595038","213.42822491120472","1680559065534"
"181","41.574324","-93.594953","212.99692530258676","1680559067222"
"182","41.574300","-93.594769","213.82719727577268","1680559070008"
"183","41.574277","-93.594628","214.15018869665835","1680559072009"
"184","41.574261","-93.594512","213.79975412910954","1680559074008"
"185","41.574246","-93.594362","212.9059404831998","1680559076008"
"186","41.574230","-93.594219","212.5483774907122","1680559078007"
"187","41.574212","-93.594078","212.69485171651945","1680559080008"
"188","41.574203","-93.594023","212.68640827549132","1680559081668"
"189","41.574186","-93.593937","212.77295394584246","1680559083356"
"190","41.574163","-93.593845","212.83416971110523","1680559085028"
"191","41.574128","-93.593704","213.40624191121253","1680559087237"
"192","41.574110","-93.593596","213.27535850901006","1680559088868"
"193","41.574094","-93.593484","212.63281379860018","1680559090555"
"194","41.574079","-93.593382","212.63281379860018","1680559092237"
"195","41.574065","-93.593266","212.5694864886163","1680559094008"
"196","41.574047","-93.593128","210.79998779296875","1680559096008"
"197","41.574030","-93.592988","210.79998779296875","1680559098008"
"198","41.574028","-93.592933","210.79998779296875","1680559099669"
"199","41.574029","-93.592784","210.79998779296875","1680559102009"
"200","41.574031","-93.592607","210.79998779296875","1680559104008"
"201","41.574024","-93.592399","210.79998779296875","1680559106009"
"202","41.574016","-93.592254","210.79998779296875","1680559108008"
"203","41.574004","-93.592103","210.79998779296875","1680559110008"
"204","41.573987","-93.591943","210.79998779296875","1680559112009"
"205","41.573976","-93.591770","211.46397363493895","1680559114008"
"206","41.574001","-93.591560","210.0457516806337","1680559116007"
"207","41.574024","-93.591387","209.83472708357937","1680559118007"
"208","41.574044","-93.591245","209.74820852145615","1680559120007"
"209","41.574047","-93.591143","209.707552153503","1680559122008"
"210","41.574020","-93.591083","209.51342377184358","1680559124008"
"211","41.573981","-93.591033","209.91012565276992","1680559126007"
"212","41.573943","-93.590950","210.19711308682935","1680559128009"
"213","41.573916","-93.590836","210.33216936837738","1680559130008"
"214","41.573901","-93.590772","210.22032573165973","1680559132016"
"215","41.573892","-93.590720","209.2489000833558","1680559133662"
"216","41.573871","-93.590606","209.2193589258717","1680559135349"
"217","41.573860","-93.590492","209.45856221108392","1680559137600"
"218","41.573857","-93.590390","209.21801957072978","1680559139225"
"219","41.573859","-93.590274","209.21801957072978","1680559140861"
"220","41.573863","-93.590155","209.28975964192057","1680559143111"
"221","41.573860","-93.589974","208.99436325659553","1680559144799"
"222","41.573837","-93.589808","208.98803344701867","1680559146487"
"223","41.573792","-93.589663","208.96693411599574","1680559148144"
"224","41.573732","-93.589535","209.07876117052376","1680559149862"
"225","41.573669","-93.589401","209.13995018503255","1680559151549"
"226","41.573622","-93.589272","209.30663974715213","1680559153243"
"227","41.573594","-93.589142","209.3868207073221","1680559154924"
"228","41.573575","-93.589014","209.5640655285664","1680559157174"
"229","41.573556","-93.588915","209.62314796152003","1680559158863"
"230","41.573520","-93.588802","209.25605785027778","1680559161113"
"231","41.573476","-93.588682","209.17798559996623","1680559163362"
"232","41.573437","-93.588568","209.15688511554856","1680559165564"
"233","41.573399","-93.588469","208.5513236590591","1680559167300"
"234","41.573360","-93.588379","208.80658092124673","1680559168988"
"235","41.573314","-93.588275","208.9711539779878","1680559170675"
"236","41.573266","-93.588170","208.92473561194095","1680559172250"
"237","41.573215","-93.588068","208.84244913491727","1680559173938"
"238","41.573157","-93.587939","208.93528521820605","1680559175624"
"239","41.573110","-93.587849","208.6124732288473","1680559177313"
"240","41.573062","-93.587783","208.54917820586604","1680559179000"
"241","41.572950","-93.587627","208.76016345888195","1680559182007"
"242","41.572788","-93.587393","208.64837937051647","1680559184008"
"243","41.572728","-93.587282","208.70112750716947","1680559185683"
"244","41.572684","-93.587155","208.6863579957287","1680559187950"
"245","41.572647","-93.587039","208.13481774349492","1680559189622"
"246","41.572613","-93.586940","208.10738994469978","1680559191253"
"247","41.572581","-93.586855","208.24539446949422","1680559192895"
"248","41.572467","-93.586601","208.69268778318718","1680559196008"
"249","41.572342","-93.586309","208.87203373078916","1680559198008"
"250","41.572278","-93.585969","209.03450334454863","1680559200008"
"251","41.572238","-93.585755","209.04927346427695","1680559202009"
"252","41.572211","-93.585559","209.79664797451147","1680559204009"
"253","41.572193","-93.585447","209.61518919852546","1680559206008"
"254","41.572173","-93.585344","208.81084468573522","1680559208008"
"255","41.572146","-93.585185","208.75598591844647","1680559210007"
"256","41.572119","-93.585043","208.80662476792025","1680559212008"
"257","41.572071","-93.584879","208.89102352448572","1680559214008"
"258","41.572009","-93.584752","208.79396502711245","1680559216009"
"259","41.571942","-93.584669","208.73066660746554","1680559217905"
"260","41.571910","-93.584605","208.63993969919704","1680559219593"
"261","41.571874","-93.584553","208.0112078819153","1680559221230"
"262","41.571843","-93.584483","208.18778140658736","1680559222856"
"263","41.571818","-93.584407","207.834341097076","1680559224503"
"264","41.571780","-93.584316","207.83645081348976","1680559226820"
"265","41.571734","-93.584237","207.67488642213073","1680559229043"
"266","41.571684","-93.584158","207.9799127648788","1680559231294"
"267","41.571649","-93.584088","208.02302879579867","1680559233544"
"268","41.571623","-93.584040","207.80150475757426","1680559235793"
"269","41.571603","-93.583962","208.02322358790667","1680559238009"
"270","41.571576","-93.583868","208.07596612968553","1680559239731"
"271","41.571542","-93.583741","208.10550209682265","1680559241418"
"272","41.571514","-93.583647","208.50846738544107","1680559243106"
"273","41.571497","-93.583558","208.66037551642881","1680559245356"
"274","41.571478","-93.583444","208.9315887887031","1680559247622"
"275","41.571430","-93.583291","208.50542144637046","1680559249832"
"276","41.571369","-93.583115","208.4695568580899","1680559251545"
"277","41.571322","-93.582961","208.73116087730807","1680559253230"
"278","41.571286","-93.582842","208.9991024183003","1680559254877"
"279","41.571240","-93.582700","209.41685499186457","1680559256607"
"280","41.571197","-93.582586","209.4611632939405","1680559258295"
"281","41.571156","-93.582500","209.13413129514146","1680559259981"
"282","41.571125","-93.582437","208.48525943914848","1680559261669"
"283","41.571098","-93.582383","208.73211086053612","1680559263357"
"284","41.571071","-93.582330","208.28904934878557","1680559265044"
"285","41.571038","-93.582259","208.1645743406953","1680559266732"
"286","41.570997","-93.582157","208.14136733851444","1680559268982"
"287","41.570942","-93.582013","208.18989114300848","1680559271236"
"288","41.570879","-93.581849","207.88167469159242","1680559273481"
"289","41.570819","-93.581688","207.9660649172282","1680559275137"
"290","41.570751","-93.581522","208.33317220231936","1680559277419"
"291","41.570695","-93.581398","209.22485503318637","1680559279092"
"292","41.570630","-93.581277","209.16999870310707","1680559281356"
"293","41.570565","-93.581179","209.12780176835707","1680559283044"
"294","41.570502","-93.581099","208.35770238759903","1680559284731"
"295","41.570434","-93.581025","208.64464698689562","1680559286308"
"296","41.570368","-93.580954","209.03077163557003","1680559287994"
"297","41.570301","-93.580879","209.15526367016275","1680559289622"
"298","41.570235","-93.580793","209.27342729725598","1680559291779"
